date.time,date,site,plot,common.name,scientific.name,family,assessment.method,season,SamplingDay,sampling.trip
2021-04-20T19:42:34Z,2021-04-20,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,autumn,51,NA
2021-04-26T10:50:55Z,2021-04-26,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,autumn,57,NA
2021-04-27T19:07:52Z,2021-04-27,Rinyirru,DryB,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,autumn,58,NA
2021-04-30T14:03:22Z,2021-04-30,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,autumn,61,NA
2021-05-01T09:17:07Z,2021-05-01,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,autumn,62,NA
2021-05-06T13:17:46Z,2021-05-06,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,autumn,67,NA
2021-05-08T10:19:49Z,2021-05-08,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,autumn,69,NA
2021-05-22T08:59:43Z,2021-05-22,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,autumn,83,NA
2021-05-23T10:01:25Z,2021-05-23,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,autumn,84,NA
2021-05-26T08:55:10Z,2021-05-26,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,autumn,87,NA
2021-05-28T12:56:28Z,2021-05-28,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,autumn,89,NA
2021-05-29T08:48:01Z,2021-05-29,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,autumn,90,NA
2021-05-30T13:18:34Z,2021-05-30,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,autumn,91,NA
2021-06-03T13:39:22Z,2021-06-03,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,3,NA
2021-06-04T12:42:04Z,2021-06-04,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,4,NA
2021-06-05T16:03:19Z,2021-06-05,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,5,NA
2021-06-06T09:29:52Z,2021-06-06,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,6,NA
2021-06-07T09:19:40Z,2021-06-07,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,7,NA
2021-06-08T15:20:31Z,2021-06-08,Rinyirru,WetA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,8,NA
2021-06-09T12:25:31Z,2021-06-09,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,9,NA
2021-06-10T12:41:34Z,2021-06-10,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,10,NA
2021-06-15T17:08:55Z,2021-06-15,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,15,Rinyirru.fall.2021
2021-06-16T14:00:07Z,2021-06-16,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,16,Rinyirru.fall.2021
2021-06-17T14:22:46Z,2021-06-17,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,17,Rinyirru.fall.2021
2021-06-18T16:14:04Z,2021-06-18,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,18,Rinyirru.fall.2021
2021-06-21T15:36:41Z,2021-06-21,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,21,NA
2021-06-22T09:25:55Z,2021-06-22,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,22,NA
2021-06-24T10:33:46Z,2021-06-24,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,24,NA
2021-06-25T16:50:40Z,2021-06-25,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,25,NA
2021-06-27T11:09:07Z,2021-06-27,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,27,NA
2021-06-29T08:52:19Z,2021-06-29,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,29,NA
2021-06-30T15:24:52Z,2021-06-30,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,30,NA
2021-07-01T11:50:46Z,2021-07-01,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,31,NA
2021-07-02T14:01:19Z,2021-07-02,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,32,NA
2021-07-03T12:57:46Z,2021-07-03,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,33,NA
2021-07-05T16:03:19Z,2021-07-05,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,35,NA
2021-07-06T14:21:04Z,2021-07-06,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,36,NA
2021-07-08T09:29:16Z,2021-07-08,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,38,NA
2021-07-09T15:26:19Z,2021-07-09,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,39,NA
2021-07-10T11:12:34Z,2021-07-10,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,40,NA
2021-07-11T07:56:07Z,2021-07-11,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,41,NA
2021-07-12T14:57:10Z,2021-07-12,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,42,NA
2021-07-13T12:18:58Z,2021-07-13,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,43,NA
2021-07-14T16:34:46Z,2021-07-14,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,44,NA
2021-07-15T12:06:10Z,2021-07-15,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,45,NA
2021-07-16T10:17:22Z,2021-07-16,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,46,NA
2021-07-17T11:29:34Z,2021-07-17,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,47,NA
2021-07-18T08:16:52Z,2021-07-18,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,48,NA
2021-07-22T10:12:31Z,2021-07-22,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,52,NA
2021-07-23T09:09:16Z,2021-07-23,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,53,NA
2021-07-24T16:43:16Z,2021-07-24,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,54,NA
2021-07-31T13:51:34Z,2021-07-31,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,61,NA
2021-08-01T12:55:19Z,2021-08-01,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,62,NA
2021-08-02T13:15:13Z,2021-08-02,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,63,NA
2021-08-03T13:53:16Z,2021-08-03,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,64,NA
2021-08-06T07:53:49Z,2021-08-06,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,67,NA
2021-08-08T10:16:28Z,2021-08-08,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,69,NA
2021-08-10T09:30:31Z,2021-08-10,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,71,NA
2021-08-11T08:37:16Z,2021-08-11,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,winter,72,NA
2021-09-10T04:03:52Z,2021-09-10,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,spring,20,NA
2021-09-13T19:06:13Z,2021-09-13,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,spring,23,NA
2021-09-23T18:47:49Z,2021-09-23,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,spring,33,NA
2021-10-12T12:32:49Z,2021-10-12,Rinyirru,WetB,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,spring,52,Rinyirru.spring.2021
2021-10-13T06:42:01Z,2021-10-13,Rinyirru,WetB,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,spring,53,Rinyirru.spring.2021
2021-11-29T14:42:40Z,2021-11-29,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,spring,100,NA
2021-12-10T16:45:19Z,2021-12-10,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,summer,100,NA
2021-12-13T15:00:37Z,2021-12-13,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,summer,103,NA
2021-12-29T17:30:58Z,2021-12-29,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,summer,119,NA
2021-12-31T13:52:28Z,2021-12-31,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,summer,121,NA
2022-01-01T17:32:16Z,2022-01-01,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,summer,122,NA
2022-01-02T16:14:58Z,2022-01-02,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,summer,123,NA
2022-01-03T14:30:07Z,2022-01-03,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,summer,124,NA
2022-01-04T14:51:31Z,2022-01-04,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,summer,125,NA
2022-01-05T17:20:19Z,2022-01-05,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,summer,126,NA
2022-01-07T07:59:19Z,2022-01-07,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,summer,128,NA
2022-01-08T14:01:37Z,2022-01-08,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,summer,129,NA
2022-01-09T21:50:19Z,2022-01-09,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,summer,130,NA
2022-01-10T03:56:37Z,2022-01-10,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,summer,131,NA
2022-01-11T14:58:19Z,2022-01-11,Rinyirru,DryA,Stonemason Toadlet,Uperoleia lithomoda,Myobatrachidae,PAM.all,summer,132,NA
2020-06-04T17:59:01Z,2020-06-04,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,4,NA
2020-06-08T17:27:55Z,2020-06-08,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,8,NA
2020-06-09T17:19:49Z,2020-06-09,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,9,NA
2021-06-29T20:47:58Z,2021-06-29,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,121,NA
2021-06-30T01:46:52Z,2021-06-30,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,122,NA
2021-07-01T06:04:37Z,2021-07-01,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,123,NA
2021-07-02T19:21:46Z,2021-07-02,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,124,NA
2021-07-04T05:40:19Z,2021-07-04,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,126,NA
2021-07-05T21:05:46Z,2021-07-05,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,127,NA
2021-07-07T00:15:58Z,2021-07-07,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,129,NA
2021-07-08T23:22:34Z,2021-07-08,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,130,NA
2021-07-09T19:54:55Z,2021-07-09,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,131,NA
2021-07-10T20:28:16Z,2021-07-10,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,132,NA
2021-07-11T01:13:19Z,2021-07-11,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,133,NA
2021-07-12T23:18:46Z,2021-07-12,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,134,NA
2021-07-17T06:05:49Z,2021-07-17,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,139,NA
2021-07-18T19:21:34Z,2021-07-18,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,140,NA
2021-07-19T01:26:13Z,2021-07-19,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,141,NA
2021-07-20T21:10:49Z,2021-07-20,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,142,NA
2021-07-22T05:26:43Z,2021-07-22,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,144,NA
2021-07-23T16:42:28Z,2021-07-23,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,145,NA
2021-07-24T23:55:28Z,2021-07-24,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,146,NA
2021-07-25T06:45:49Z,2021-07-25,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,147,NA
2021-07-26T19:43:49Z,2021-07-26,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,148,NA
2021-07-27T04:45:46Z,2021-07-27,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,149,NA
2021-07-28T04:54:52Z,2021-07-28,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,150,NA
2021-07-30T23:26:40Z,2021-07-30,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,152,NA
2021-07-31T06:31:49Z,2021-07-31,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,153,NA
2021-08-01T11:38:43Z,2021-08-01,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,154,NA
2021-08-02T05:35:43Z,2021-08-02,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,155,NA
2021-08-03T00:40:13Z,2021-08-03,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,156,NA
2021-08-04T02:40:52Z,2021-08-04,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,157,NA
2021-08-05T01:58:01Z,2021-08-05,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,158,NA
2021-08-06T16:02:43Z,2021-08-06,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,159,NA
2021-08-07T20:57:25Z,2021-08-07,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,160,NA
2021-08-08T01:41:22Z,2021-08-08,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,161,NA
2021-08-09T00:49:13Z,2021-08-09,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,162,NA
2021-08-10T16:10:25Z,2021-08-10,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,163,NA
2021-08-11T04:35:49Z,2021-08-11,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,164,NA
2021-08-12T15:34:04Z,2021-08-12,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,165,NA
2021-08-18T04:30:49Z,2021-08-18,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,171,NA
2021-08-19T19:24:55Z,2021-08-19,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,172,NA
2021-08-20T19:39:04Z,2021-08-20,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,173,NA
2021-08-21T20:36:28Z,2021-08-21,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,174,NA
2022-06-19T03:33:16Z,2022-06-19,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,203,NA
2021-06-27T20:09:43Z,2021-06-27,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,119,NA
2021-06-30T03:53:52Z,2021-06-30,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,122,NA
2021-07-06T04:27:07Z,2021-07-06,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,128,NA
2021-07-07T00:42:58Z,2021-07-07,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,129,NA
2021-07-08T16:22:55Z,2021-07-08,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,130,NA
2021-07-09T19:54:55Z,2021-07-09,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,131,NA
2021-07-20T21:30:52Z,2021-07-20,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,142,NA
2021-07-27T05:00:52Z,2021-07-27,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,149,NA
2021-07-30T23:35:28Z,2021-07-30,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,152,NA
2021-07-31T06:31:49Z,2021-07-31,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,153,NA
2021-08-01T11:59:49Z,2021-08-01,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,154,NA
2021-08-04T02:23:40Z,2021-08-04,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,157,NA
2021-08-06T16:02:43Z,2021-08-06,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,159,NA
2021-08-08T01:41:22Z,2021-08-08,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,161,NA
2021-08-24T23:20:16Z,2021-08-24,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,177,NA
2021-07-09T19:54:55Z,2021-07-09,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,131,NA
2021-07-11T00:09:58Z,2021-07-11,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,133,NA
2021-07-25T01:27:01Z,2021-07-25,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,147,NA
2021-08-19T19:24:55Z,2021-08-19,Tarcutta,WetB,Common Eastern Froglet,Crinia signifera,Myobatrachidae,PAM.all,winter,172,NA
2020-04-25T18:04:19Z,2020-04-25,Tarcutta,WetB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,autumn,38,NA
2020-09-03T14:42:49Z,2020-09-03,Tarcutta,WetA,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,spring,3,NA
2020-09-08T16:44:52Z,2020-09-08,Tarcutta,DryA,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,spring,8,NA
2020-12-01T17:32:31Z,2020-12-01,Tarcutta,WetA,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,summer,1,NA
2021-01-07T15:41:34Z,2021-01-07,Tarcutta,DryB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,summer,38,NA
2021-02-22T18:03:31Z,2021-02-22,Tarcutta,DryB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,summer,84,NA
2021-03-13T07:39:04Z,2021-03-13,Tarcutta,DryA,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,autumn,87,NA
2021-03-25T14:59:46Z,2021-03-25,Tarcutta,DryB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,autumn,99,NA
2021-04-06T11:30:37Z,2021-04-06,Tarcutta,WetB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,autumn,111,NA
2021-04-10T09:53:13Z,2021-04-10,Tarcutta,DryB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,autumn,115,NA
2021-05-02T14:10:49Z,2021-05-02,Tarcutta,WetB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,autumn,137,Tarcutta.fall.2021
2021-12-16T18:43:13Z,2021-12-16,Tarcutta,DryB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,summer,106,NA
2022-03-10T21:31:25Z,2022-03-10,Tarcutta,DryB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,autumn,176,NA
2022-09-29T19:30:49Z,2022-09-29,Tarcutta,WetB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,spring,211,NA
2022-09-30T19:09:22Z,2022-09-30,Tarcutta,WetB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,spring,212,NA
2022-10-16T12:01:01Z,2022-10-16,Tarcutta,WetB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,spring,228,NA
2022-10-17T20:33:16Z,2022-10-17,Tarcutta,WetB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,spring,229,NA
2022-10-21T04:56:22Z,2022-10-21,Tarcutta,WetB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,spring,233,NA
2022-10-24T12:35:37Z,2022-10-24,Tarcutta,WetB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,spring,236,NA
2022-10-25T07:10:52Z,2022-10-25,Tarcutta,WetB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,spring,237,NA
2022-10-28T20:57:25Z,2022-10-28,Tarcutta,WetB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,spring,240,NA
2022-10-30T20:11:34Z,2022-10-30,Tarcutta,WetB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,spring,242,NA
2022-11-09T22:35:28Z,2022-11-09,Tarcutta,WetB,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,spring,252,NA
2020-03-19T18:07:28Z,2020-03-19,Tarcutta,DryA,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,autumn,1,NA
2020-03-27T18:26:19Z,2020-03-27,Tarcutta,DryA,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,autumn,9,NA
2020-06-17T14:16:13Z,2020-06-17,Tarcutta,DryA,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,winter,17,NA
2020-09-03T14:42:49Z,2020-09-03,Tarcutta,WetA,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,spring,3,NA
2020-09-08T16:44:52Z,2020-09-08,Tarcutta,DryA,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,spring,8,NA
2020-12-30T18:04:13Z,2020-12-30,Tarcutta,WetA,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,summer,30,NA
2021-01-31T08:54:09Z,2021-01-31,Tarcutta,WetA,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,summer,62,NA
2021-02-07T22:09:52Z,2021-02-07,Tarcutta,WetA,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,summer,69,NA
2021-02-08T04:09:43Z,2021-02-08,Tarcutta,WetA,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,summer,70,NA
2021-02-09T02:44:16Z,2021-02-09,Tarcutta,WetA,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,summer,71,NA
2021-02-10T04:16:55Z,2021-02-10,Tarcutta,WetA,Spotted Marsh Frog,Limnodynastes tasmaniensis,Limnodynastidae,PAM.all,summer,72,NA
