date.time,date,site,plot,common.name,scientific.name,family,assessment.method,SamplingPeriod,survey.method,SamplingDay
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-18T21:22:00Z,19/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,8
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T21:20:00Z,20/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-19T20:20:00Z,20/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-20T08:40:00Z,21/10/2021,Tarcutta,WetA,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,9
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
2021-10-20T20:40:00Z,21/10/2021,Tarcutta,WetB,Eastern Sign-bearing Froglet,Crinia parinsignifera,Myobatrachidae,OBM,spring.2021,spotlighting,10
